SK_ID_CURR,TARGET
100001,0.055600353447867394
100005,0.21408617648274111
100013,0.042186194515559924
100028,0.0386932407083053
100038,0.1265627525163219
100042,0.0215352492116477
100057,0.019589467804108307
100065,0.10148275748827706
100066,0.017143590954895743
100067,0.11415360773001793
100074,0.06932596409796551
100090,0.08509272798147542
100091,0.18018166755274528
100092,0.1049399606482663
100106,0.07885433439431654
100107,0.13475316634012538
100109,0.06887106687016366
100117,0.031781631882115594
100128,0.07103661272898519
100141,0.05052418991982439
100150,0.025103229450481452
100168,0.006930169344997504
100169,0.046607122236572866
100170,0.06931993020991821
100171,0.044560168486088785
100172,0.13365229264677564
100184,0.09395809704168032
100187,0.07293344525806568
100212,0.05282703627570919
100222,0.08931863249806128
100223,0.01318104941160156
100232,0.021901603675458084
100241,0.13988189054928424
100245,0.015357520011745911
100253,0.017869250164891517
100256,0.11018932835671903
100271,0.017983498097835855
100278,0.25669007671417704
100280,0.019190731534288765
100306,0.17429981156022753
100311,0.15538192895898414
100312,0.024231354976302532
100330,0.08469868670693778
100331,0.04790223372848751
100352,0.10177685823718757
100358,0.15680615274560983
100367,0.04367545406538979
100382,0.1491153792382037
100384,0.07131237081403817
100385,0.109408312065937
100386,0.05773157216178246
100399,0.037982275371313365
100404,0.11874440126346343
100416,0.021951092041112733
100422,0.12223862787219891
100426,0.04036778003667214
100438,0.04852387241160955
100444,0.13014766893439997
100445,0.12469735130176908
100446,0.08740088797266908
100447,0.03232984687488106
100450,0.05830012093132394
100466,0.03011545720996896
100483,0.028677274562692517
100484,0.023526520280147848
100494,0.06685523926501745
100510,0.18222188870025557
100512,0.0320674574384204
100517,0.03890499053670708
100548,0.0553064460153609
100551,0.04687348712905563
100552,0.13092383208867336
100553,0.02496605267602034
100561,0.15896810897699415
100568,0.4256038699461922
100569,0.047854121637401326
100591,0.05812017305048432
100592,0.018638032937435333
100602,0.06298584715828452
100607,0.05964475285104227
100613,0.07753537748778874
100617,0.1072057331993617
100618,0.09179168270295873
100622,0.15368615236950636
100625,0.08182961458805149
100677,0.12317700214385172
100699,0.05211224491809555
100702,0.488350658813345
100711,0.0841833803650504
100729,0.19648396685479116
100740,0.11920316747678505
100744,0.14706456208719199
100745,0.0499564880454144
100747,0.18064545736264254
100751,0.2734772580962447
100752,0.04967015387801178
100753,0.34543873864995533
100754,0.23129135931451364
100760,0.05867894075856728
100762,0.08595345477600423
100763,0.044245607909741025
100765,0.027266500692596327
100770,0.11876041417518769
100772,0.0320321946086364
100777,0.040219588084234086
100791,0.02322608507788037
100792,0.012867359295122598
100797,0.019538888365355594
100823,0.03523011140154372
100826,0.05261553214260125
100830,0.03359473633784309
100836,0.37886059955576173
100872,0.06526178047257247
100910,0.0832926722850652
100913,0.12726222648893393
100918,0.054718758829936646
100931,0.018920358236849327
100952,0.07150553146415875
100953,0.0476938585084031
100965,0.22332437362616706
100970,0.046689785509696845
100982,0.19928986144152813
100983,0.165153366116893
100984,0.058048841433181765
100987,0.08626376892004674
100997,0.06969784735655764
100998,0.10110569540472286
101002,0.11368037225165176
101005,0.2516095503964485
101008,0.12768360148426858
101020,0.07308287781998583
